Student_ID,First_Name,Last_Name,Email,Gender,Age,Department
S2412,Ahmed,Brown,student1412@university.com,Male,21,Business
S2413,Liam,Williams,student1413@university.com,Male,22,CS
S2414,Sara,Williams,student1414@university.com,Male,19,CS
S2415,Maria,Davis,student1415@university.com,Male,18,Mathematics
S2416,Ali,Johnson,student1416@university.com,Female,23,Mathematics
S2417,Omar,Brown,student1417@university.com,Male,19,Mathematics
S2418,Ahmed,Jones,student1418@university.com,Female,23,Business
S2419,Ali,Williams,student1419@university.com,Male,20,CS
S2420,Ali,Jones,student1420@university.com,Female,23,Engineering
S2421,Ali,Williams,student1421@university.com,Male,18,Business
S2422,John,Jones,student1422@university.com,Female,21,Mathematics
S2423,Omar,Brown,student1423@university.com,Male,20,CS
S2424,Liam,Johnson,student1424@university.com,Male,22,Mathematics
S2425,Emma,Brown,student1425@university.com,Male,19,Engineering
S2426,Omar,Davis,student1426@university.com,Male,18,Engineering
S2427,John,Smith,student1427@university.com,Female,20,CS
S2428,Emma,Johnson,student1428@university.com,Male,20,Business
S2429,Omar,Brown,student1429@university.com,Female,18,Engineering
S2430,Ali,Davis,student1430@university.com,Male,22,Engineering
S2431,Ahmed,Smith,student1431@university.com,Female,22,Engineering
S2432,Emma,Davis,student1432@university.com,Male,21,Engineering
S2433,Maria,Williams,student1433@university.com,Male,24,Mathematics
S2434,Maria,Williams,student1434@university.com,Female,23,Mathematics
S2435,Sara,Jones,student1435@university.com,Male,22,Business
S2436,Emma,Johnson,student1436@university.com,Male,21,CS
S2437,Ahmed,Williams,student1437@university.com,Female,23,CS
S2438,Liam,Davis,student1438@university.com,Male,20,CS
S2439,John,Johnson,student1439@university.com,Female,18,Engineering
S2440,Ali,Williams,student1440@university.com,Male,22,Mathematics
S2441,Sara,Jones,student1441@university.com,Female,21,Mathematics
S2442,Maria,Brown,student1442@university.com,Female,20,Business
S2443,John,Jones,student1443@university.com,Female,22,CS
S2444,John,Smith,student1444@university.com,Female,19,Mathematics
S2445,Ali,Williams,student1445@university.com,Male,24,Business
S2446,Liam,Smith,student1446@university.com,Male,20,CS
S2447,Liam,Smith,student1447@university.com,Female,22,Engineering
S2448,Emma,Davis,student1448@university.com,Male,20,Mathematics
S2449,Maria,Johnson,student1449@university.com,Male,18,Mathematics
S2450,Liam,Davis,student1450@university.com,Male,18,CS
S2451,Ahmed,Williams,student1451@university.com,Female,24,Engineering
S2452,Liam,Smith,student1452@university.com,Male,18,Engineering
S2453,John,Brown,student1453@university.com,Male,23,Mathematics
S2454,Ali,Smith,student1454@university.com,Female,19,CS
S2455,Ahmed,Brown,student1455@university.com,Male,18,Business
S2456,Emma,Davis,student1456@university.com,Female,19,Mathematics
S2457,Maria,Davis,student1457@university.com,Female,18,Engineering
S2458,Emma,Johnson,student1458@university.com,Female,23,Business
S2459,John,Smith,student1459@university.com,Male,20,CS
S2460,Ahmed,Jones,student1460@university.com,Male,22,Engineering
S2461,Ahmed,Davis,student1461@university.com,Female,22,Business
S2462,Ahmed,Davis,student1462@university.com,Female,18,Mathematics
S2463,John,Johnson,student1463@university.com,Female,22,Engineering
S2464,John,Brown,student1464@university.com,Female,18,CS
S2465,Emma,Johnson,student1465@university.com,Female,18,Engineering
S2466,Sara,Smith,student1466@university.com,Female,24,Mathematics
S2467,Emma,Williams,student1467@university.com,Male,21,CS
S2468,Maria,Williams,student1468@university.com,Female,21,Mathematics
S2469,Ali,Brown,student1469@university.com,Female,24,Business
S2470,Ahmed,Davis,student1470@university.com,Female,21,Engineering
S2471,Sara,Brown,student1471@university.com,Male,19,Mathematics
S2472,Ali,Davis,student1472@university.com,Male,21,Business
S2473,Sara,Davis,student1473@university.com,Male,18,CS
S2474,Liam,Williams,student1474@university.com,Male,23,CS
S2475,Liam,Brown,student1475@university.com,Female,23,Business
S2476,Omar,Johnson,student1476@university.com,Male,20,Business
S2477,Liam,Davis,student1477@university.com,Female,21,CS
S2478,Emma,Jones,student1478@university.com,Female,23,Mathematics
S2479,Liam,Jones,student1479@university.com,Female,21,Business
S2480,John,Johnson,student1480@university.com,Female,20,Mathematics
S2481,Ahmed,Jones,student1481@university.com,Female,23,CS
S2482,Emma,Smith,student1482@university.com,Female,18,Mathematics
S2483,Ali,Davis,student1483@university.com,Male,19,Mathematics
S2484,Omar,Johnson,student1484@university.com,Male,24,Business
S2485,Omar,Brown,student1485@university.com,Male,24,Mathematics
S2486,Omar,Davis,student1486@university.com,Male,24,Mathematics
S2487,Ali,Johnson,student1487@university.com,Male,21,Mathematics
S2488,Ali,Williams,student1488@university.com,Female,23,CS
S2489,Ali,Brown,student1489@university.com,Male,23,CS
S2490,Ali,Williams,student1490@university.com,Male,20,Engineering
S2491,Omar,Davis,student1491@university.com,Male,18,CS
S2492,Omar,Brown,student1492@university.com,Female,22,CS
S2493,Sara,Jones,student1493@university.com,Female,23,Engineering
S2494,Emma,Johnson,student1494@university.com,Female,19,Engineering
S2495,Ahmed,Davis,student1495@university.com,Male,20,Business
S2496,Liam,Smith,student1496@university.com,Male,23,Business
S2497,Liam,Brown,student1497@university.com,Male,23,CS
S2498,John,Brown,student1498@university.com,Male,20,Mathematics
S2499,Omar,Davis,student1499@university.com,Male,20,Business
S2500,John,Davis,student1500@university.com,Female,21,Business
S2501,Emma,Williams,student1501@university.com,Male,23,CS
S2502,Emma,Jones,student1502@university.com,Female,22,Mathematics
S2503,John,Williams,student1503@university.com,Male,19,Engineering
S2504,Omar,Williams,student1504@university.com,Female,18,Engineering
S2505,John,Jones,student1505@university.com,Female,18,CS
S2506,Liam,Smith,student1506@university.com,Female,22,CS
S2507,Sara,Williams,student1507@university.com,Female,20,Mathematics
S2508,Liam,Williams,student1508@university.com,Male,20,CS
S2509,Maria,Brown,student1509@university.com,Male,20,CS
S2510,Omar,Jones,student1510@university.com,Male,23,CS
S2511,Omar,Johnson,student1511@university.com,Female,20,Mathematics
S2512,Ahmed,Smith,student1512@university.com,Male,20,CS
S2513,Ali,Smith,student1513@university.com,Male,23,Business
S2514,Maria,Jones,student1514@university.com,Male,23,Mathematics
S2515,Emma,Davis,student1515@university.com,Male,22,Business
S2516,Omar,Davis,student1516@university.com,Female,21,Mathematics
S2517,John,Brown,student1517@university.com,Female,23,Business
S2518,Maria,Brown,student1518@university.com,Male,19,Mathematics
S2519,Ahmed,Jones,student1519@university.com,Male,20,Engineering
S2520,Emma,Brown,student1520@university.com,Male,21,CS
S2521,Ali,Smith,student1521@university.com,Female,18,CS
S2522,Ali,Smith,student1522@university.com,Female,22,Mathematics
S2523,Ahmed,Johnson,student1523@university.com,Female,21,Business
S2524,Ahmed,Davis,student1524@university.com,Male,23,Engineering
S2525,John,Jones,student1525@university.com,Female,20,Business
S2526,Omar,Williams,student1526@university.com,Female,20,CS
S2527,Ali,Davis,student1527@university.com,Female,20,CS
S2528,Emma,Williams,student1528@university.com,Female,21,Business
S2529,Maria,Johnson,student1529@university.com,Female,20,Mathematics
S2530,Emma,Johnson,student1530@university.com,Male,23,Mathematics
S2531,Sara,Brown,student1531@university.com,Male,21,Business
S2532,Sara,Johnson,student1532@university.com,Male,20,CS
S2533,Ahmed,Johnson,student1533@university.com,Male,18,Business
S2534,John,Williams,student1534@university.com,Female,18,CS
S2535,Sara,Brown,student1535@university.com,Male,19,Business
S2536,Ali,Johnson,student1536@university.com,Male,20,Mathematics
S2537,Emma,Davis,student1537@university.com,Male,20,Engineering
S2538,Emma,Johnson,student1538@university.com,Female,21,CS
S2539,Ahmed,Brown,student1539@university.com,Male,21,Engineering
S2540,Omar,Jones,student1540@university.com,Female,24,Mathematics
S2541,Omar,Brown,student1541@university.com,Female,20,Business
S2542,Maria,Williams,student1542@university.com,Female,19,Mathematics
S2543,Ahmed,Jones,student1543@university.com,Male,20,Engineering
S2544,Liam,Davis,student1544@university.com,Female,23,Mathematics
S2545,Maria,Smith,student1545@university.com,Male,21,Mathematics
S2546,Liam,Brown,student1546@university.com,Male,20,Business
S2547,Omar,Williams,student1547@university.com,Male,21,Engineering
S2548,Ahmed,Davis,student1548@university.com,Female,20,Engineering
S2549,Liam,Jones,student1549@university.com,Female,22,Engineering
S2550,Ahmed,Davis,student1550@university.com,Male,21,CS
S2551,Ahmed,Brown,student1551@university.com,Female,19,Mathematics
S2552,Omar,Johnson,student1552@university.com,Female,22,Engineering
S2553,Maria,Brown,student1553@university.com,Female,23,Mathematics
S2554,Maria,Smith,student1554@university.com,Male,20,Business
S2555,Ahmed,Brown,student1555@university.com,Female,24,Business
S2556,Sara,Jones,student1556@university.com,Female,23,CS
S2557,John,Jones,student1557@university.com,Male,21,CS
S2558,Omar,Brown,student1558@university.com,Female,22,Business
S2559,John,Jones,student1559@university.com,Male,23,Engineering
S2560,John,Johnson,student1560@university.com,Female,19,Business
S2561,Maria,Davis,student1561@university.com,Female,24,Mathematics
S2562,Maria,Brown,student1562@university.com,Female,21,CS
S2563,Sara,Johnson,student1563@university.com,Female,22,CS
S2564,John,Davis,student1564@university.com,Female,23,Business
S2565,John,Davis,student1565@university.com,Female,22,Engineering
S2566,Ahmed,Johnson,student1566@university.com,Male,22,Engineering
S2567,Maria,Williams,student1567@university.com,Female,23,Mathematics
S2568,John,Brown,student1568@university.com,Female,18,CS
S2569,Emma,Davis,student1569@university.com,Female,20,Business
S2570,Sara,Davis,student1570@university.com,Male,21,Business
S2571,Liam,Jones,student1571@university.com,Male,21,CS
S2572,Emma,Davis,student1572@university.com,Male,24,Business
S2573,Emma,Johnson,student1573@university.com,Female,24,CS
S2574,Liam,Davis,student1574@university.com,Female,24,Engineering
S2575,Omar,Williams,student1575@university.com,Male,21,Engineering
S2576,Omar,Brown,student1576@university.com,Male,22,Business
S2577,Sara,Brown,student1577@university.com,Male,24,Engineering
S2578,Emma,Davis,student1578@university.com,Female,23,Engineering
S2579,John,Smith,student1579@university.com,Male,20,Mathematics
S2580,Maria,Smith,student1580@university.com,Female,19,CS
S2581,Sara,Johnson,student1581@university.com,Female,21,CS
S2582,Ahmed,Smith,student1582@university.com,Female,23,Business
S2583,Liam,Johnson,student1583@university.com,Male,20,CS
S2584,Emma,Jones,student1584@university.com,Female,20,Mathematics
S2585,Sara,Johnson,student1585@university.com,Male,18,Business
S2586,Ali,Smith,student1586@university.com,Male,23,Business
S2587,Ali,Davis,student1587@university.com,Male,21,CS
S2588,Omar,Jones,student1588@university.com,Male,24,Engineering
S2589,Liam,Smith,student1589@university.com,Female,22,Engineering
S2590,Maria,Johnson,student1590@university.com,Female,24,Engineering
S2591,John,Williams,student1591@university.com,Female,20,Engineering
S2592,Maria,Brown,student1592@university.com,Female,20,Mathematics
S2593,Maria,Smith,student1593@university.com,Male,19,Business
S2594,Maria,Johnson,student1594@university.com,Male,24,Engineering
S2595,Liam,Jones,student1595@university.com,Male,18,Mathematics
S2596,Maria,Smith,student1596@university.com,Male,20,Business
S2597,Ahmed,Smith,student1597@university.com,Female,20,CS
S2598,Liam,Brown,student1598@university.com,Male,22,CS
S2599,Ahmed,Johnson,student1599@university.com,Female,22,Mathematics
S2600,Liam,Williams,student1600@university.com,Male,19,Business
S2601,Omar,Jones,student1601@university.com,Male,23,Engineering
S2602,Sara,Johnson,student1602@university.com,Male,19,Business
S2603,Ali,Jones,student1603@university.com,Male,19,Engineering
S2604,Maria,Smith,student1604@university.com,Female,22,Mathematics
S2605,Omar,Brown,student1605@university.com,Female,24,Engineering
S2606,Sara,Brown,student1606@university.com,Female,24,Mathematics
S2607,Ali,Davis,student1607@university.com,Female,24,Business
S2608,Emma,Williams,student1608@university.com,Male,23,Business
S2609,John,Brown,student1609@university.com,Male,22,Engineering
S2610,Ahmed,Smith,student1610@university.com,Female,18,Business
S2611,Emma,Williams,student1611@university.com,Female,21,Engineering
S2612,Liam,Johnson,student1612@university.com,Male,21,Business
S2613,Ali,Brown,student1613@university.com,Male,18,CS
S2614,Emma,Williams,student1614@university.com,Female,24,Engineering
S2615,John,Smith,student1615@university.com,Female,21,Mathematics
S2616,Omar,Davis,student1616@university.com,Female,23,CS
S2617,Ali,Jones,student1617@university.com,Male,22,Mathematics
S2618,Emma,Jones,student1618@university.com,Female,21,Business
S2619,Ahmed,Smith,student1619@university.com,Female,23,CS
S2620,Ahmed,Smith,student1620@university.com,Female,22,Business
S2621,Sara,Jones,student1621@university.com,Female,23,Engineering
S2622,Emma,Davis,student1622@university.com,Female,18,Mathematics
S2623,Maria,Williams,student1623@university.com,Male,19,Business
S2624,Emma,Jones,student1624@university.com,Female,18,Mathematics
S2625,Omar,Smith,student1625@university.com,Male,21,Mathematics
S2626,Ali,Brown,student1626@university.com,Female,22,Business
S2627,Ali,Johnson,student1627@university.com,Female,23,Engineering
S2628,Omar,Davis,student1628@university.com,Female,21,Mathematics
S2629,Emma,Davis,student1629@university.com,Male,21,Business
S2630,Omar,Brown,student1630@university.com,Male,19,Engineering
S2631,John,Brown,student1631@university.com,Male,24,Business
S2632,Liam,Smith,student1632@university.com,Female,21,Engineering
S2633,Omar,Jones,student1633@university.com,Female,19,Mathematics
S2634,Ahmed,Williams,student1634@university.com,Male,22,CS
S2635,Omar,Davis,student1635@university.com,Male,22,Business
S2636,Ali,Davis,student1636@university.com,Female,23,Mathematics
S2637,Ahmed,Brown,student1637@university.com,Male,24,Business
S2638,Ali,Jones,student1638@university.com,Female,19,Business
S2639,Sara,Davis,student1639@university.com,Male,18,Engineering
S2640,Maria,Williams,student1640@university.com,Male,22,Business
S2641,Ali,Brown,student1641@university.com,Male,24,Engineering
S2642,Ahmed,Williams,student1642@university.com,Female,23,Mathematics
S2643,Sara,Jones,student1643@university.com,Female,18,Business
S2644,Ali,Davis,student1644@university.com,Male,22,Mathematics
S2645,John,Johnson,student1645@university.com,Female,22,CS
S2646,Omar,Davis,student1646@university.com,Female,23,Mathematics
S2647,Maria,Jones,student1647@university.com,Female,23,Business
S2648,Ali,Davis,student1648@university.com,Female,20,CS
S2649,Sara,Davis,student1649@university.com,Male,21,Engineering
S2650,John,Smith,student1650@university.com,Female,21,CS
S2651,Emma,Davis,student1651@university.com,Female,18,Business
S2652,Sara,Davis,student1652@university.com,Male,21,Business
S2653,Omar,Williams,student1653@university.com,Female,18,Mathematics
S2654,Sara,Johnson,student1654@university.com,Female,24,Engineering
S2655,John,Williams,student1655@university.com,Female,22,Business
S2656,Sara,Williams,student1656@university.com,Male,20,Business
S2657,John,Brown,student1657@university.com,Male,20,Engineering
S2658,Ali,Smith,student1658@university.com,Female,22,Engineering
S2659,Liam,Williams,student1659@university.com,Female,23,Mathematics
S2660,John,Jones,student1660@university.com,Male,19,CS
S2661,John,Jones,student1661@university.com,Male,19,Engineering
S2662,Maria,Davis,student1662@university.com,Male,21,Business
S2663,John,Brown,student1663@university.com,Female,23,Engineering
S2664,John,Smith,student1664@university.com,Female,18,Business
S2665,Emma,Smith,student1665@university.com,Male,24,Mathematics
S2666,Liam,Davis,student1666@university.com,Female,20,CS
S2667,Ali,Jones,student1667@university.com,Female,21,Mathematics
S2668,Omar,Johnson,student1668@university.com,Female,22,Engineering
S2669,Maria,Brown,student1669@university.com,Female,23,Business
S2670,Emma,Davis,student1670@university.com,Female,20,Engineering
S2671,Ahmed,Brown,student1671@university.com,Female,18,Engineering
S2672,Liam,Jones,student1672@university.com,Female,18,Engineering
S2673,Ali,Jones,student1673@university.com,Male,19,Engineering
S2674,Ali,Johnson,student1674@university.com,Male,21,CS
S2675,Ahmed,Johnson,student1675@university.com,Male,22,Business
S2676,Omar,Smith,student1676@university.com,Male,20,Engineering
S2677,John,Brown,student1677@university.com,Male,24,Business
S2678,Emma,Brown,student1678@university.com,Male,18,CS
S2679,Sara,Jones,student1679@university.com,Male,20,Business
S2680,Maria,Smith,student1680@university.com,Male,22,Business
S2681,Sara,Davis,student1681@university.com,Male,20,CS
S2682,Ahmed,Brown,student1682@university.com,Female,21,Engineering
S2683,Ali,Smith,student1683@university.com,Female,19,Business
S2684,Omar,Smith,student1684@university.com,Male,20,Mathematics
S2685,Ali,Jones,student1685@university.com,Female,23,Business
S2686,Maria,Smith,student1686@university.com,Female,19,Engineering
S2687,Ali,Johnson,student1687@university.com,Male,22,Mathematics
S2688,Ali,Johnson,student1688@university.com,Male,19,Engineering
S2689,Maria,Williams,student1689@university.com,Male,20,Business
S2690,Emma,Jones,student1690@university.com,Female,20,CS
S2691,Emma,Davis,student1691@university.com,Female,23,Engineering
S2692,Maria,Williams,student1692@university.com,Male,18,Engineering
S2693,Omar,Johnson,student1693@university.com,Female,23,CS
S2694,Ahmed,Williams,student1694@university.com,Female,20,Business
S2695,Liam,Jones,student1695@university.com,Female,24,Engineering
S2696,Ali,Jones,student1696@university.com,Male,19,Business
S2697,Omar,Smith,student1697@university.com,Female,23,Business
S2698,Ali,Brown,student1698@university.com,Female,23,Business
S2699,Liam,Smith,student1699@university.com,Female,24,CS
S2700,Ahmed,Jones,student1700@university.com,Female,24,Business
S2701,Emma,Johnson,student1701@university.com,Female,24,Business
S2702,Omar,Davis,student1702@university.com,Female,18,Mathematics
S2703,John,Johnson,student1703@university.com,Female,20,Mathematics
S2704,John,Smith,student1704@university.com,Male,20,Mathematics
S2705,Liam,Davis,student1705@university.com,Male,22,Engineering
S2706,John,Jones,student1706@university.com,Female,18,Engineering
S2707,Emma,Johnson,student1707@university.com,Male,22,Mathematics
S2708,Liam,Jones,student1708@university.com,Female,22,CS
S2709,Emma,Davis,student1709@university.com,Female,22,CS
S2710,Ahmed,Davis,student1710@university.com,Female,21,Mathematics
S2711,Ali,Johnson,student1711@university.com,Male,22,Engineering
S2712,Ahmed,Jones,student1712@university.com,Female,23,Engineering
S2713,Ahmed,Williams,student1713@university.com,Female,19,CS
S2714,Emma,Jones,student1714@university.com,Male,23,Business
S2715,Liam,Davis,student1715@university.com,Male,23,CS
S2716,Liam,Jones,student1716@university.com,Female,20,Business
S2717,John,Smith,student1717@university.com,Male,21,Engineering
S2718,Sara,Williams,student1718@university.com,Male,22,Engineering
S2719,Ali,Brown,student1719@university.com,Female,20,Mathematics
S2720,Emma,Smith,student1720@university.com,Female,18,Engineering
S2721,John,Brown,student1721@university.com,Female,18,Business
S2722,Omar,Johnson,student1722@university.com,Male,20,CS
S2723,Sara,Brown,student1723@university.com,Male,19,Mathematics
S2724,Sara,Jones,student1724@university.com,Male,20,Business
S2725,Emma,Brown,student1725@university.com,Female,20,CS
S2726,Maria,Davis,student1726@university.com,Male,21,CS
S2727,Ali,Smith,student1727@university.com,Male,18,CS
S2728,Sara,Smith,student1728@university.com,Female,18,Engineering
S2729,Emma,Brown,student1729@university.com,Female,22,CS
S2730,Emma,Smith,student1730@university.com,Female,23,Engineering
S2731,John,Davis,student1731@university.com,Male,20,CS
S2732,Omar,Smith,student1732@university.com,Female,20,CS
S2733,Maria,Brown,student1733@university.com,Male,19,Engineering
S2734,Ali,Williams,student1734@university.com,Male,24,Engineering
S2735,Liam,Williams,student1735@university.com,Female,24,Business
S2736,Ahmed,Johnson,student1736@university.com,Female,18,CS
S2737,Omar,Smith,student1737@university.com,Female,19,Engineering
S2738,Omar,Brown,student1738@university.com,Female,21,Business
S2739,John,Smith,student1739@university.com,Female,22,Business
S2740,Liam,Jones,student1740@university.com,Male,19,Engineering
S2741,Sara,Davis,student1741@university.com,Male,18,CS
S2742,Sara,Smith,student1742@university.com,Male,21,Business
S2743,John,Smith,student1743@university.com,Female,20,CS
S2744,Emma,Williams,student1744@university.com,Male,21,CS
S2745,Sara,Davis,student1745@university.com,Female,23,Business
S2746,Maria,Brown,student1746@university.com,Female,19,Engineering
S2747,Ali,Smith,student1747@university.com,Male,18,CS
S2748,Omar,Williams,student1748@university.com,Male,19,Mathematics
S2749,Omar,Johnson,student1749@university.com,Female,20,Engineering
S2750,Maria,Davis,student1750@university.com,Male,24,Business
S2751,Liam,Williams,student1751@university.com,Female,20,Mathematics
S2752,Sara,Williams,student1752@university.com,Male,18,CS
S2753,Omar,Williams,student1753@university.com,Male,23,Engineering
S2754,Ahmed,Smith,student1754@university.com,Male,22,Mathematics
S2755,Liam,Smith,student1755@university.com,Male,21,Engineering
S2756,Ali,Johnson,student1756@university.com,Male,21,CS
S2757,Ali,Jones,student1757@university.com,Female,20,Engineering
S2758,Omar,Jones,student1758@university.com,Male,19,Mathematics
S2759,John,Jones,student1759@university.com,Male,24,Engineering
S2760,Liam,Davis,student1760@university.com,Male,19,Business
S2761,Omar,Davis,student1761@university.com,Female,23,Business
S2762,John,Johnson,student1762@university.com,Female,22,Mathematics
S2763,Omar,Davis,student1763@university.com,Female,19,Engineering
S2764,Ahmed,Jones,student1764@university.com,Female,21,Mathematics
S2765,Liam,Jones,student1765@university.com,Female,24,Engineering
S2766,Emma,Williams,student1766@university.com,Male,19,CS
S2767,Ali,Davis,student1767@university.com,Male,24,Business
S2768,Omar,Smith,student1768@university.com,Male,22,CS
S2769,Ahmed,Smith,student1769@university.com,Female,21,Engineering
S2770,John,Williams,student1770@university.com,Female,24,CS
S2771,John,Williams,student1771@university.com,Male,19,Mathematics
S2772,Ali,Williams,student1772@university.com,Female,21,Mathematics
S2773,Maria,Smith,student1773@university.com,Female,20,Engineering
S2774,Omar,Jones,student1774@university.com,Female,20,Business
S2775,Liam,Williams,student1775@university.com,Male,23,Mathematics
S2776,Sara,Johnson,student1776@university.com,Male,20,Business
S2777,John,Williams,student1777@university.com,Female,19,Engineering
S2778,Liam,Brown,student1778@university.com,Female,22,Business
S2779,Liam,Williams,student1779@university.com,Female,21,Engineering
S2780,Emma,Smith,student1780@university.com,Female,24,CS
S2781,Liam,Davis,student1781@university.com,Male,18,Engineering
S2782,Liam,Williams,student1782@university.com,Female,20,CS
S2783,Emma,Davis,student1783@university.com,Male,20,Engineering
S2784,John,Brown,student1784@university.com,Male,18,Mathematics
S2785,Liam,Johnson,student1785@university.com,Male,24,Mathematics
S2786,Maria,Davis,student1786@university.com,Female,24,Business
S2787,Maria,Jones,student1787@university.com,Male,18,Engineering
S2788,Ahmed,Williams,student1788@university.com,Male,24,Engineering
S2789,Emma,Brown,student1789@university.com,Female,19,Engineering
S2790,Ahmed,Brown,student1790@university.com,Female,24,Business
S2791,Emma,Davis,student1791@university.com,Female,21,Mathematics
S2792,Omar,Johnson,student1792@university.com,Male,24,Engineering
S2793,Omar,Smith,student1793@university.com,Female,20,Business
S2794,Liam,Williams,student1794@university.com,Male,22,Engineering
S2795,Sara,Brown,student1795@university.com,Male,19,CS
S2796,Omar,Johnson,student1796@university.com,Female,19,Engineering
S2797,Sara,Jones,student1797@university.com,Male,24,CS
S2798,Omar,Brown,student1798@university.com,Male,22,Business
S2799,Ali,Johnson,student1799@university.com,Male,22,Business
S2800,Omar,Smith,student1800@university.com,Male,23,Mathematics
S2801,Ahmed,Smith,student1801@university.com,Female,22,Engineering
S2802,John,Brown,student1802@university.com,Male,24,Business
S2803,Liam,Brown,student1803@university.com,Female,24,Mathematics
S2804,Ahmed,Davis,student1804@university.com,Male,18,Engineering
S2805,John,Williams,student1805@university.com,Male,20,Business
S2806,Maria,Johnson,student1806@university.com,Female,23,CS
S2807,Ahmed,Brown,student1807@university.com,Male,24,Business
S2808,Maria,Williams,student1808@university.com,Male,18,CS
S2809,Sara,Davis,student1809@university.com,Male,23,Mathematics
S2810,Sara,Williams,student1810@university.com,Male,20,Mathematics
S2811,Ali,Brown,student1811@university.com,Male,23,Engineering
S2812,Omar,Smith,student1812@university.com,Male,18,Engineering
S2813,Ahmed,Johnson,student1813@university.com,Female,21,Engineering
S2814,Maria,Johnson,student1814@university.com,Female,24,Mathematics
S2815,John,Smith,student1815@university.com,Female,20,CS
S2816,Sara,Brown,student1816@university.com,Male,19,Engineering
S2817,Omar,Johnson,student1817@university.com,Male,20,Engineering
S2818,Sara,Brown,student1818@university.com,Male,20,Mathematics
S2819,John,Davis,student1819@university.com,Female,20,CS
S2820,Omar,Brown,student1820@university.com,Male,21,Business
S2821,Omar,Williams,student1821@university.com,Female,24,Engineering
S2822,Maria,Smith,student1822@university.com,Male,18,Business
S2823,Maria,Brown,student1823@university.com,Male,24,Business
S2824,Ahmed,Davis,student1824@university.com,Male,19,Engineering
S2825,Ahmed,Jones,student1825@university.com,Female,18,Mathematics
S2826,Emma,Smith,student1826@university.com,Male,23,Engineering
S2827,Liam,Johnson,student1827@university.com,Female,23,CS
S2828,Emma,Williams,student1828@university.com,Male,23,CS
S2829,Ali,Johnson,student1829@university.com,Male,18,Engineering
S2830,Sara,Davis,student1830@university.com,Female,22,Business
S2831,Ahmed,Davis,student1831@university.com,Male,21,CS
S2832,Maria,Johnson,student1832@university.com,Male,22,CS
S2833,John,Smith,student1833@university.com,Male,24,Engineering
S2834,Maria,Johnson,student1834@university.com,Male,23,Engineering
S2835,Sara,Brown,student1835@university.com,Female,21,Mathematics
S2836,Emma,Johnson,student1836@university.com,Female,18,Engineering
S2837,Maria,Williams,student1837@university.com,Male,23,Engineering
S2838,Liam,Williams,student1838@university.com,Male,18,CS
S2839,Ali,Jones,student1839@university.com,Female,21,CS
S2840,Sara,Williams,student1840@university.com,Male,18,CS
S2841,Emma,Johnson,student1841@university.com,Female,18,Business
S2842,Liam,Williams,student1842@university.com,Male,19,CS
S2843,John,Smith,student1843@university.com,Female,24,CS
S2844,Emma,Williams,student1844@university.com,Female,22,Engineering
S2845,Omar,Brown,student1845@university.com,Female,22,Mathematics
S2846,Liam,Smith,student1846@university.com,Female,22,CS
S2847,Liam,Jones,student1847@university.com,Male,20,Mathematics
S2848,Ali,Brown,student1848@university.com,Male,19,CS
S2849,Sara,Johnson,student1849@university.com,Female,23,CS
S2850,John,Johnson,student1850@university.com,Female,23,Mathematics
S2851,Ali,Johnson,student1851@university.com,Female,23,Engineering
S2852,Emma,Brown,student1852@university.com,Female,22,CS
S2853,Ali,Brown,student1853@university.com,Male,24,Mathematics
S2854,Liam,Brown,student1854@university.com,Female,22,CS
S2855,Sara,Smith,student1855@university.com,Female,24,Business
S2856,Ahmed,Davis,student1856@university.com,Female,19,Business
S2857,Ali,Smith,student1857@university.com,Female,24,Business
S2858,Omar,Johnson,student1858@university.com,Female,18,Business
S2859,Ali,Davis,student1859@university.com,Female,22,Engineering
S2860,Emma,Williams,student1860@university.com,Female,23,Business
S2861,Emma,Johnson,student1861@university.com,Male,18,Mathematics
S2862,John,Jones,student1862@university.com,Female,22,CS
S2863,Emma,Smith,student1863@university.com,Female,21,Mathematics
S2864,Maria,Brown,student1864@university.com,Female,20,Business
S2865,Sara,Smith,student1865@university.com,Male,22,Engineering
S2866,Sara,Brown,student1866@university.com,Male,21,Business
S2867,Ahmed,Davis,student1867@university.com,Male,19,Business
S2868,Ahmed,Jones,student1868@university.com,Female,21,Engineering
S2869,Sara,Davis,student1869@university.com,Female,19,Engineering
S2870,Omar,Jones,student1870@university.com,Female,22,Engineering
S2871,Ahmed,Smith,student1871@university.com,Male,19,Engineering
S2872,John,Brown,student1872@university.com,Female,21,Engineering
S2873,Emma,Davis,student1873@university.com,Male,24,Engineering
S2874,Sara,Jones,student1874@university.com,Male,20,CS
S2875,Liam,Johnson,student1875@university.com,Male,18,Business
S2876,Ahmed,Johnson,student1876@university.com,Male,18,Business
S2877,Sara,Davis,student1877@university.com,Male,20,Engineering
S2878,Maria,Brown,student1878@university.com,Female,23,Mathematics
S2879,Ali,Davis,student1879@university.com,Female,18,Engineering
S2880,Emma,Smith,student1880@university.com,Male,22,CS
S2881,Sara,Jones,student1881@university.com,Female,23,Mathematics
S2882,Ali,Smith,student1882@university.com,Female,22,CS
S2883,Ahmed,Johnson,student1883@university.com,Male,21,Mathematics
S2884,Ali,Jones,student1884@university.com,Male,21,Mathematics
S2885,Emma,Davis,student1885@university.com,Female,23,Engineering
S2886,Sara,Smith,student1886@university.com,Female,23,CS
